GroupCode,CountryGroup,Country,M49Code
5817,Net Food Importing Developing Countries,Egypt,818
5817,Net Food Importing Developing Countries,El Salvador,222
5817,Net Food Importing Developing Countries,Eritrea,232
5817,Net Food Importing Developing Countries,Eswatini,748
5817,Net Food Importing Developing Countries,Ethiopia,231
5817,Net Food Importing Developing Countries,Ethiopia PDR,230
5817,Net Food Importing Developing Countries,Gabon,266
5817,Net Food Importing Developing Countries,Gambia,270
5817,Net Food Importing Developing Countries,Grenada,308
5817,Net Food Importing Developing Countries,Guinea,324
5817,Net Food Importing Developing Countries,Guinea-Bissau,624
5817,Net Food Importing Developing Countries,Haiti,332
5817,Net Food Importing Developing Countries,Honduras,340
5817,Net Food Importing Developing Countries,Jamaica,388
5817,Net Food Importing Developing Countries,Jordan,400
5817,Net Food Importing Developing Countries,Kenya,404
5817,Net Food Importing Developing Countries,Kiribati,296
5817,Net Food Importing Developing Countries,Lao People's Democratic Republic,418
5817,Net Food Importing Developing Countries,Lesotho,426
5817,Net Food Importing Developing Countries,Liberia,430
5817,Net Food Importing Developing Countries,Madagascar,450
5817,Net Food Importing Developing Countries,Malawi,454
5817,Net Food Importing Developing Countries,Maldives,462
5817,Net Food Importing Developing Countries,Mali,466
5817,Net Food Importing Developing Countries,Mauritania,478
5817,Net Food Importing Developing Countries,Mauritius,480
5817,Net Food Importing Developing Countries,Mongolia,496
5817,Net Food Importing Developing Countries,Morocco,504
5817,Net Food Importing Developing Countries,Mozambique,508
5817,Net Food Importing Developing Countries,Myanmar,104
5817,Net Food Importing Developing Countries,Namibia,516
5817,Net Food Importing Developing Countries,Nepal,524
5817,Net Food Importing Developing Countries,Niger,562
5817,Net Food Importing Developing Countries,Pakistan,586
5817,Net Food Importing Developing Countries,Peru,604
5817,Net Food Importing Developing Countries,Rwanda,646
5817,Net Food Importing Developing Countries,Saint Kitts and Nevis,659
5817,Net Food Importing Developing Countries,Saint Lucia,662
5817,Net Food Importing Developing Countries,Saint Vincent and the Grenadines,670
5817,Net Food Importing Developing Countries,Sao Tome and Principe,678
5817,Net Food Importing Developing Countries,Senegal,686
5817,Net Food Importing Developing Countries,Sierra Leone,694
5817,Net Food Importing Developing Countries,Solomon Islands,90
5817,Net Food Importing Developing Countries,Somalia,706
5817,Net Food Importing Developing Countries,South Sudan,728
5817,Net Food Importing Developing Countries,Sri Lanka,144
5817,Net Food Importing Developing Countries,Sudan,729
5817,Net Food Importing Developing Countries,Sudan (former),736
5817,Net Food Importing Developing Countries,Timor-Leste,626
5817,Net Food Importing Developing Countries,Togo,768
5817,Net Food Importing Developing Countries,Trinidad and Tobago,780
5817,Net Food Importing Developing Countries,Tunisia,788
5817,Net Food Importing Developing Countries,Tuvalu,798
5817,Net Food Importing Developing Countries,Uganda,800
5817,Net Food Importing Developing Countries,United Republic of Tanzania,834
5817,Net Food Importing Developing Countries,Vanuatu,548
5817,Net Food Importing Developing Countries,Venezuela (Bolivarian Republic of),862
5817,Net Food Importing Developing Countries,Yemen,887
5817,Net Food Importing Developing Countries,Zambia,894
5103,Northern Africa,Algeria,12
5103,Northern Africa,Egypt,818
5103,Northern Africa,Libya,434
5103,Northern Africa,Morocco,504
5103,Northern Africa,Sudan,729
5103,Northern Africa,Sudan (former),736
5103,Northern Africa,Tunisia,788
5103,Northern Africa,Western Sahara,732
5203,Northern America,Bermuda,60
5203,Northern America,Canada,124
5203,Northern America,Greenland,304
5203,Northern America,Saint Pierre and Miquelon,666
5203,Northern America,United States of America,840
5402,Northern Europe,Channel Islands,830
5402,Northern Europe,Denmark,208
5402,Northern Europe,Estonia,233
5402,Northern Europe,Faroe Islands,234
5402,Northern Europe,Finland,246
5402,Northern Europe,Iceland,352
5402,Northern Europe,Ireland,372
5402,Northern Europe,Isle of Man,833
5402,Northern Europe,Latvia,428
5402,Northern Europe,Lithuania,440
5402,Northern Europe,Norway,578
5402,Northern Europe,Svalbard and Jan Mayen Islands,744
5402,Northern Europe,Sweden,752
5402,Northern Europe,United Kingdom,826
5500,Oceania,American Samoa,16
5500,Oceania,Australia,36
5500,Oceania,Cook Islands,184
5500,Oceania,Fiji,242
5500,Oceania,French Polynesia,258
5500,Oceania,Guam,316
5500,Oceania,Kiribati,296
5500,Oceania,Marshall Islands,584
5500,Oceania,Micronesia (Federated States of),583
5500,Oceania,Nauru,520
5500,Oceania,New Caledonia,540
5500,Oceania,New Zealand,554
5500,Oceania,Niue,570
5500,Oceania,Norfolk Island,574
5500,Oceania,Northern Mariana Islands,580
5500,Oceania,Pacific Islands Trust Territory,582
5500,Oceania,Palau,585
5500,Oceania,Papua New Guinea,598
5500,Oceania,Pitcairn Islands,612
5500,Oceania,Samoa,882
5500,Oceania,Solomon Islands,90
5500,Oceania,Tokelau,772
5500,Oceania,Tonga,776
5500,Oceania,Tuvalu,798
5500,Oceania,Vanuatu,548
5500,Oceania,Wallis and Futuna Islands,876
5504,Polynesia,American Samoa,16
5504,Polynesia,Cook Islands,184
5504,Polynesia,French Polynesia,258
5504,Polynesia,Niue,570
5504,Polynesia,Pitcairn Islands,612
5504,Polynesia,Samoa,882
5504,Polynesia,Tokelau,772
5504,Polynesia,Tonga,776
5504,Polynesia,Tuvalu,798
5504,Polynesia,Wallis and Futuna Islands,876
5803,Small Island Developing States,American Samoa,16
5803,Small Island Developing States,Anguilla,660
5803,Small Island Developing States,Antigua and Barbuda,28
5803,Small Island Developing States,Aruba,533
5803,Small Island Developing States,Bahamas,44
5803,Small Island Developing States,Bahrain,48
5803,Small Island Developing States,Barbados,52
5803,Small Island Developing States,Belize,84
5803,Small Island Developing States,Bermuda,60
5803,Small Island Developing States,British Virgin Islands,92
5803,Small Island Developing States,Cabo Verde,132
5803,Small Island Developing States,Cayman Islands,136
5803,Small Island Developing States,Comoros,174
5803,Small Island Developing States,Cook Islands,184
5803,Small Island Developing States,Cuba,192
5803,Small Island Developing States,Dominica,212
5803,Small Island Developing States,Dominican Republic,214
5803,Small Island Developing States,Fiji,242
5803,Small Island Developing States,French Polynesia,258
5803,Small Island Developing States,Grenada,308
5803,Small Island Developing States,Guadeloupe,312
5803,Small Island Developing States,Guam,316
5803,Small Island Developing States,Guinea-Bissau,624
5803,Small Island Developing States,Guyana,328
5803,Small Island Developing States,Haiti,332
5803,Small Island Developing States,Jamaica,388
5803,Small Island Developing States,Kiribati,296
5803,Small Island Developing States,Maldives,462
5803,Small Island Developing States,Marshall Islands,584
5803,Small Island Developing States,Martinique,474
5803,Small Island Developing States,Mauritius,480
5803,Small Island Developing States,Micronesia (Federated States of),583
5803,Small Island Developing States,Montserrat,500
5803,Small Island Developing States,Nauru,520
5803,Small Island Developing States,New Caledonia,540
5803,Small Island Developing States,Niue,570
5803,Small Island Developing States,Northern Mariana Islands,580
5803,Small Island Developing States,Palau,585
5803,Small Island Developing States,Papua New Guinea,598
5803,Small Island Developing States,Puerto Rico,630
5803,Small Island Developing States,Saint Kitts and Nevis,659
5803,Small Island Developing States,Saint Lucia,662
5803,Small Island Developing States,Saint Vincent and the Grenadines,670
5803,Small Island Developing States,Samoa,882
5803,Small Island Developing States,Sao Tome and Principe,678
5803,Small Island Developing States,Seychelles,690
5803,Small Island Developing States,Singapore,702
5803,Small Island Developing States,Solomon Islands,90
5803,Small Island Developing States,Suriname,740
5803,Small Island Developing States,Timor-Leste,626
5803,Small Island Developing States,Tonga,776
5803,Small Island Developing States,Trinidad and Tobago,780
5803,Small Island Developing States,Turks and Caicos Islands,796
5803,Small Island Developing States,Tuvalu,798
5803,Small Island Developing States,United States Virgin Islands,850
5803,Small Island Developing States,Vanuatu,548
5207,South America,Argentina,32
5207,South America,Bolivia (Plurinational State of),68
5207,South America,Brazil,76
5207,South America,Chile,152
5207,South America,Colombia,170
5207,South America,Ecuador,218
5207,South America,Falkland Islands (Malvinas),238
5207,South America,French Guiana,254
5207,South America,Guyana,328
5207,South America,Paraguay,600
5207,South America,Peru,604
5207,South America,Suriname,740
5207,South America,Uruguay,858
5207,South America,Venezuela (Bolivarian Republic of),862
5304,South-Eastern Asia,Brunei Darussalam,96
5304,South-Eastern Asia,Cambodia,116
5304,South-Eastern Asia,Indonesia,360
5304,South-Eastern Asia,Lao People's Democratic Republic,418
5304,South-Eastern Asia,Malaysia,458
5304,South-Eastern Asia,Myanmar,104
5304,South-Eastern Asia,Philippines,608
5304,South-Eastern Asia,Singapore,702
5304,South-Eastern Asia,Thailand,764
5304,South-Eastern Asia,Timor-Leste,626
5304,South-Eastern Asia,Viet Nam,704
5104,Southern Africa,Botswana,72
5104,Southern Africa,Eswatini,748
5104,Southern Africa,Lesotho,426
5104,Southern Africa,Namibia,516
5104,Southern Africa,South Africa,710
5303,Southern Asia,Afghanistan,4
5303,Southern Asia,Bangladesh,50
5303,Southern Asia,Bhutan,64
5303,Southern Asia,India,356
5303,Southern Asia,Iran (Islamic Republic of),364
5303,Southern Asia,Maldives,462
5303,Southern Asia,Nepal,524
5303,Southern Asia,Pakistan,586
5303,Southern Asia,Sri Lanka,144
5403,Southern Europe,Albania,8
5403,Southern Europe,Andorra,20
5403,Southern Europe,Bosnia and Herzegovina,70
5403,Southern Europe,Croatia,191
5403,Southern Europe,Gibraltar,292
5403,Southern Europe,Greece,300
5403,Southern Europe,Holy See,336
5403,Southern Europe,Italy,380
5403,Southern Europe,Malta,470
5403,Southern Europe,Montenegro,499
5403,Southern Europe,North Macedonia,807
5403,Southern Europe,Portugal,620
5403,Southern Europe,San Marino,674
5403,Southern Europe,Serbia,688
5403,Southern Europe,Serbia and Montenegro,891
5403,Southern Europe,Slovenia,705
5403,Southern Europe,Spain,724
5403,Southern Europe,Yugoslav SFR,890
5105,Western Africa,Benin,204
5105,Western Africa,Burkina Faso,854
5105,Western Africa,Cabo Verde,132
5105,Western Africa,Côte d'Ivoire,384
5105,Western Africa,Gambia,270
5105,Western Africa,Ghana,288
5105,Western Africa,Guinea,324
5105,Western Africa,Guinea-Bissau,624
5105,Western Africa,Liberia,430
5105,Western Africa,Mali,466
5105,Western Africa,Mauritania,478
5105,Western Africa,Niger,562
5105,Western Africa,Nigeria,566
5105,Western Africa,"Saint Helena, Ascension and Tristan da Cunha",654
5105,Western Africa,Senegal,686
5105,Western Africa,Sierra Leone,694
5105,Western Africa,Togo,768
5305,Western Asia,Armenia,51
5305,Western Asia,Azerbaijan,31
5305,Western Asia,Bahrain,48
5305,Western Asia,Cyprus,196
5305,Western Asia,Georgia,268
5305,Western Asia,Iraq,368
5305,Western Asia,Israel,376
5305,Western Asia,Jordan,400
5305,Western Asia,Kuwait,414
5305,Western Asia,Lebanon,422
5305,Western Asia,Oman,512
5305,Western Asia,Palestine,275
5305,Western Asia,Qatar,634
5305,Western Asia,Saudi Arabia,682
5305,Western Asia,Syrian Arab Republic,760
5305,Western Asia,Turkey,792
5305,Western Asia,United Arab Emirates,784
5305,Western Asia,Yemen,887
5404,Western Europe,Austria,40
5404,Western Europe,Belgium,56
5404,Western Europe,Belgium-Luxembourg,58
5404,Western Europe,France,250
5404,Western Europe,Germany,276
5404,Western Europe,Liechtenstein,438
5404,Western Europe,Luxembourg,442
5404,Western Europe,Monaco,492
5404,Western Europe,Netherlands,528
5404,Western Europe,Switzerland,756
5000,World,Afghanistan,4
5000,World,Albania,8
5000,World,Algeria,12
5000,World,American Samoa,16
5000,World,Andorra,20
5000,World,Angola,24
5000,World,Anguilla,660
5000,World,Antigua and Barbuda,28
5000,World,Argentina,32
5000,World,Armenia,51
5000,World,Aruba,533
5000,World,Australia,36
5000,World,Austria,40
5000,World,Azerbaijan,31
5000,World,Bahamas,44
5000,World,Bahrain,48
5000,World,Bangladesh,50
5000,World,Barbados,52
5000,World,Belarus,112
5000,World,Belgium,56
5000,World,Belgium-Luxembourg,58
5000,World,Belize,84
5000,World,Benin,204
5000,World,Bermuda,60
5000,World,Bhutan,64
5000,World,Bolivia (Plurinational State of),68
5000,World,Bosnia and Herzegovina,70
5000,World,Botswana,72
5000,World,Brazil,76
5000,World,British Virgin Islands,92
5000,World,Brunei Darussalam,96
5000,World,Bulgaria,100
5000,World,Burkina Faso,854
5000,World,Burundi,108
5000,World,Cabo Verde,132
5000,World,Cambodia,116
5000,World,Cameroon,120
5000,World,Canada,124
5000,World,Cayman Islands,136
5000,World,Central African Republic,140
5000,World,Chad,148
5000,World,Channel Islands,830
5000,World,Chile,152
5000,World,"China, Hong Kong SAR",344
5000,World,"China, Macao SAR",446
5000,World,"China, mainland",1248
5000,World,"China, Taiwan Province of",158
5000,World,Colombia,170
5000,World,Comoros,174
5000,World,Congo,178
5000,World,Cook Islands,184
5000,World,Costa Rica,188
5000,World,Côte d'Ivoire,384
5000,World,Croatia,191
5000,World,Cuba,192
5000,World,Cyprus,196
5000,World,Czechia,203
5000,World,Czechoslovakia,200
5000,World,Democratic People's Republic of Korea,408
5000,World,Democratic Republic of the Congo,180
5000,World,Denmark,208
5000,World,Djibouti,262
5000,World,Dominica,212
5000,World,Dominican Republic,214
5000,World,Ecuador,218
5000,World,Egypt,818
5000,World,El Salvador,222
5000,World,Equatorial Guinea,226
5000,World,Eritrea,232
5000,World,Estonia,233
5000,World,Eswatini,748
5000,World,Ethiopia,231
5000,World,Ethiopia PDR,230
5000,World,Falkland Islands (Malvinas),238
5000,World,Faroe Islands,234
5000,World,Fiji,242
5000,World,Finland,246
5000,World,France,250
5000,World,French Guiana,254
5000,World,French Polynesia,258
5000,World,Gabon,266
5000,World,Gambia,270
5000,World,Georgia,268
5000,World,Germany,276
5000,World,Ghana,288
5000,World,Gibraltar,292
5000,World,Greece,300
5000,World,Greenland,304
5000,World,Grenada,308
5000,World,Guadeloupe,312
5000,World,Guam,316
5000,World,Guatemala,320
5000,World,Guinea,324
5000,World,Guinea-Bissau,624
5000,World,Guyana,328
5000,World,Haiti,332
5000,World,Holy See,336
5000,World,Honduras,340
5000,World,Hungary,348
5000,World,Iceland,352
5000,World,India,356
5000,World,Indonesia,360
5000,World,Iran (Islamic Republic of),364
5000,World,Iraq,368
5000,World,Ireland,372
5000,World,Isle of Man,833
5000,World,Israel,376
5000,World,Italy,380
5000,World,Jamaica,388
5000,World,Japan,392
5000,World,Jordan,400
5000,World,Kazakhstan,398
5000,World,Kenya,404
5000,World,Kiribati,296
5000,World,Kuwait,414
5000,World,Kyrgyzstan,417
5000,World,Lao People's Democratic Republic,418
5000,World,Latvia,428
5000,World,Lebanon,422
5000,World,Lesotho,426
5000,World,Liberia,430
5000,World,Libya,434
5000,World,Liechtenstein,438
5000,World,Lithuania,440
5000,World,Luxembourg,442
5000,World,Madagascar,450
5000,World,Malawi,454
5000,World,Malaysia,458
5000,World,Maldives,462
5000,World,Mali,466
5000,World,Malta,470
5000,World,Marshall Islands,584
5000,World,Martinique,474
5000,World,Mauritania,478
5000,World,Mauritius,480
5000,World,Mayotte,175
5000,World,Mexico,484
5000,World,Micronesia (Federated States of),583
5000,World,Monaco,492
5000,World,Mongolia,496
5000,World,Montenegro,499
5000,World,Montserrat,500
5000,World,Morocco,504
5000,World,Mozambique,508
5000,World,Myanmar,104
5000,World,Namibia,516
5000,World,Nauru,520
5000,World,Nepal,524
5000,World,Netherlands,528
5000,World,Netherlands Antilles (former),530
5000,World,New Caledonia,540
5000,World,New Zealand,554
5000,World,Nicaragua,558
5000,World,Niger,562
5000,World,Nigeria,566
5000,World,Niue,570
5000,World,Norfolk Island,574
5000,World,North Macedonia,807
5000,World,Northern Mariana Islands,580
5000,World,Norway,578
5000,World,Oman,512
5000,World,Pacific Islands Trust Territory,582
5000,World,Pakistan,586
5000,World,Palau,585
5000,World,Palestine,275
5000,World,Panama,591
5000,World,Papua New Guinea,598
5000,World,Paraguay,600
5000,World,Peru,604
5000,World,Philippines,608
5000,World,Pitcairn Islands,612
5000,World,Poland,616
5000,World,Portugal,620
5000,World,Puerto Rico,630
5000,World,Qatar,634
5000,World,Republic of Korea,410
5000,World,Republic of Moldova,498
5000,World,Réunion,638
5000,World,Romania,642
5000,World,Russian Federation,643
5000,World,Rwanda,646
5000,World,"Saint Helena, Ascension and Tristan da Cunha",654
5000,World,Saint Kitts and Nevis,659
5000,World,Saint Lucia,662
5000,World,Saint Pierre and Miquelon,666
5000,World,Saint Vincent and the Grenadines,670
5000,World,Samoa,882
5000,World,San Marino,674
5000,World,Sao Tome and Principe,678
5000,World,Saudi Arabia,682
5000,World,Senegal,686
5000,World,Serbia,688
5000,World,Serbia and Montenegro,891
5000,World,Seychelles,690
5000,World,Sierra Leone,694
5000,World,Singapore,702
5000,World,Slovakia,703
5000,World,Slovenia,705
5000,World,Solomon Islands,90
5000,World,Somalia,706
5000,World,South Africa,710
5000,World,South Sudan,728
5000,World,Spain,724
5000,World,Sri Lanka,144
5000,World,Sudan,729
5000,World,Sudan (former),736
5000,World,Suriname,740
5000,World,Svalbard and Jan Mayen Islands,744
5000,World,Sweden,752
5000,World,Switzerland,756
5000,World,Syrian Arab Republic,760
5000,World,Tajikistan,762
5000,World,Thailand,764
5000,World,Timor-Leste,626
5000,World,Togo,768
5000,World,Tokelau,772
5000,World,Tonga,776
5000,World,Trinidad and Tobago,780
5000,World,Tunisia,788
5000,World,Turkey,792
5000,World,Turkmenistan,795
5000,World,Turks and Caicos Islands,796
5000,World,Tuvalu,798
5000,World,Uganda,800
5000,World,Ukraine,804
5000,World,United Arab Emirates,784
5000,World,United Kingdom,826
5000,World,United Republic of Tanzania,834
5000,World,United States of America,840
5000,World,United States Virgin Islands,850
5000,World,Uruguay,858
5000,World,USSR,810
5000,World,Uzbekistan,860
5000,World,Vanuatu,548
5000,World,Venezuela (Bolivarian Republic of),862
5000,World,Viet Nam,704
5000,World,Wallis and Futuna Islands,876
5000,World,Western Sahara,732
5000,World,Yemen,887
5000,World,Yugoslav SFR,890
5000,World,Zambia,894
5000,World,Zimbabwe,716
